customer_id,age_group,residence_area_code,weight_lb,height_inchess
2051994,G ,E ,157.55240089,73.0632744521
1958690,D ,F ,231.401921159,74.5765747639
1981421,C ,E ,170.241434153,70.977299911
1815269,B ,F ,179.657426281,64.4076944497
2162430,J ,E ,210.201996292,63.5960218696
1739978,H ,G ,189.9136965,63.4104605291
1868609,G ,C ,199.727979327,66.4761642103
1313611,C ,E ,192.300768437,67.1963652647
1706024,C ,F ,189.877883991,63.1332560653
2060637,D ,E ,201.777327661,68.74846429
1809503,E ,B ,185.375795342,66.4426651691
1575927,C ,E ,159.16857433,71.590685265
925488,J ,F ,195.190304278,64.0398336696
2125824,C ,F ,163.017453999,68.0848586309
1828764,E ,C ,222.389301662,69.4683133421
2042824,B ,D ,263.475284865,71.5910159777
2107455,E ,G ,173.194416467,68.0378749858
1980264,C ,C ,185.01624687,65.8107109928
1641912,B ,E ,193.56743575,59.1394225765
1896138,C ,G ,124.683999225,64.9894219582
1818802,C ,E ,205.424555912,60.7873674086
1936605,F ,F ,201.896985492,67.7850912796
1781991,E ,E ,218.720716607,67.8019042522
1955675,D ,H ,137.928717392,63.2591967316
1949476,G ,B ,175.255526566,66.759442188
1681413,B ,G ,183.181176586,64.501388014
1668056,C ,E ,220.319051725,67.0011213788
2166216,D ,G ,171.413730328,65.2377428624
1951547,A ,E ,175.225553128,70.5699837179
1961676,E ,F ,201.554111854,62.6755246498
2019604,B ,H ,181.654795435,58.6268674454
1658545,E ,A ,172.015479739,62.1662678043
2083049,A ,E ,133.226745804,68.5061549443
1907209,I ,E ,166.522692825,62.5153947124
2141572,K ,H ,208.193744169,76.2232400433
2106502,C ,E ,208.757281235,71.7172380566
1870985,A ,E ,218.715489233,67.1835245013
1830859,F ,E ,277.754651857,62.0239113709
1624304,D ,E ,214.078504789,70.4123427043
2076263,D ,F ,204.480257881,70.3271085645
1994612,E ,D ,209.131887691,67.4525266101
2084220,E ,F ,215.487104834,68.7238202713
1960112,E ,E ,187.869927919,76.3141780626
2154268,B ,F ,212.312384687,69.4066249852
1964295,E ,E ,222.303185235,58.048156961
1868883,J ,F ,224.850809318,58.6511090719
2171807,C ,C ,198.81262852,64.7911186585
2054827,C ,F ,138.537885428,62.1575207117
2122854,H ,B ,208.412176601,55.8760035474
2107462,J ,E ,187.085786284,68.5438894972
1618853,E ,A ,181.073352346,61.3238877817
1733334,C ,E ,193.159042539,75.0975221185
1432411,K ,G ,219.876273855,64.359225292
1190809,G ,E ,225.184339934,61.8364981593
313094,D ,E ,211.873940154,65.841178104
768023,C ,G ,234.566588568,66.9654386048
1185881,G ,H ,258.258845443,64.3850800791
865234,E ,F ,140.312003509,67.8111882544
1440638,F ,E ,173.175499264,72.0539606964
575010,H ,E ,205.406213997,73.3055973231
98946,E ,E ,219.644012117,70.2454683108
524261,E ,F ,195.703256997,61.7848858985
426282,E ,E ,212.011838379,72.1850176738
550017,B ,E ,210.541295285,73.5934158992
814478,G ,E ,257.865970708,68.9023319453
300179,I ,E ,147.385660269,59.9523928911
578578,E ,G ,222.49584882,67.6092325083
667234,D ,F ,137.900848656,67.4782475717
898584,F ,E ,172.207620399,67.1018295913
925365,D ,F ,191.212385709,62.4430732764
929066,G ,E ,150.510363883,72.387587687
993517,D ,H ,255.699022577,71.0770413026
239530,D ,E ,177.270260069,57.7000699523
948852,C ,E ,284.075332608,61.0796785508
304092,D ,E ,238.155263507,72.8515729841
159234,D ,F ,244.484840647,73.7187803747
1463606,J ,F ,230.363199075,65.2913472577
1332292,E ,F ,203.697394813,69.0335225406
760904,H ,E ,181.082731974,64.7619614054
28844,D ,H ,186.452443264,59.741926796
75664,J ,E ,217.220361632,64.8718372338
457415,F ,F ,214.201905815,62.9682601958
424288,H ,F ,188.228224292,65.1366698659
32827,F ,E ,178.396040242,67.5470242692
1195101,F ,F ,193.683730139,61.9054587325
1473858,E ,F ,152.119478597,62.7489954296
1171433,D ,F ,212.973357774,67.8220032515
1780871,G ,F ,189.188615598,65.8519687571
1669879,G ,F ,210.36272928,72.7022641265
1888317,B ,F ,232.603686341,68.9550192916
1046571,E ,E ,162.307306075,62.7822139891
2151847,D ,E ,191.970758606,56.6581311998
1645170,C ,F ,195.382029769,70.8667718863
1557756,C ,F ,191.858855086,65.153516424
1750317,C ,E ,212.113802378,63.4275575088
1689983,B ,F ,211.226480006,58.3439596368
1646528,B ,E ,206.207593455,70.0839960658
2156392,B ,E ,222.421814327,72.2590385949
1747225,E ,F ,186.642935807,66.1479342555
1702361,F ,F ,222.759832891,67.277425845
2104829,C ,F ,184.623422204,69.9806858222
1806960,C ,G ,204.58253657,60.6825384911
2137414,D ,E ,261.1391063,65.3835981695
1842463,E ,E ,241.987230497,62.5987062553
2068770,E ,F ,247.207793986,69.0501919493
1636154,C ,C ,186.536527206,62.6337078012
2019727,D ,F ,192.823732925,67.0944009817
1715767,F ,E ,166.466734368,72.3870278674
2120904,C ,F ,177.386020297,67.9073074448
2058795,D ,F ,242.711231591,67.0064733811
2097657,C ,E ,153.891727851,65.5583092083
2053820,D ,F ,254.144508564,73.273364104
2142333,A ,E ,232.220835024,61.3731777941
1779790,I ,C ,233.873366784,69.295161426
1683080,D ,E ,236.168266764,69.7488283137
1998542,D ,E ,211.461480916,70.3589929687
905602,D ,E ,211.145280715,58.1327606561
1640328,D ,F ,169.33159582,70.7983105404
1095661,C ,E ,165.433934173,52.7690957483
1197662,F ,D ,223.761592636,71.7103357386
696937,B ,E ,172.047326994,59.0980218389
1302561,C ,E ,185.769271884,65.9988812125
446464,B ,F ,142.73649022,61.8879098767
426848,G ,E ,201.973887891,67.2834719776
75367,J ,E ,184.484493426,64.4778070051
864855,G ,D ,159.863376119,61.3071277142
1169331,F ,F ,177.756927201,61.6139711071
1637274,C ,F ,200.854630948,61.4698630275
101998,E ,E ,196.588797794,69.6212966795
603249,E ,C ,207.217804715,72.6931960646
1489811,J ,E ,157.72316786,66.3876737752
1621945,C ,F ,187.928767467,72.6187760458
701532,G ,E ,189.316794507,67.8808087552
221467,E ,F ,224.608695572,62.6200943339
1215854,E ,E ,193.697994498,61.26193593
197779,D ,E ,205.651550207,65.5088419851
1040333,F ,F ,184.669466103,68.5241778978
719315,D ,F ,204.919508577,66.5864775135
1679335,B ,E ,250.873799087,70.9835940145
1773040,F ,E ,196.088949875,63.8782672812
840354,J ,E ,227.712527049,68.5597928781
1401783,B ,E ,188.047223398,68.6625542416
1249798,G ,E ,178.42865756,63.1783256061
426053,E ,E ,214.233394585,67.8760162575
2097671,C ,F ,224.876161769,64.208511537
1427103,D ,D ,145.775808441,67.4358804047
1991741,C ,E ,210.083986335,60.6930151876
1385922,E ,G ,160.953325798,64.7247948603
1612530,G ,G ,168.220390767,69.2603619885
2086521,K ,H ,191.684765304,68.1034062458
1748901,E ,E ,224.746866671,64.0720426941
1877557,F ,E ,211.352621857,58.470074231
1824599,C ,A ,192.533207389,66.094743012
1856156,B ,F ,202.627771581,71.8412583877
1701173,E ,E ,210.2627386,61.8339287047
2128184,D ,E ,214.445316643,66.3514562891
1645200,C ,F ,157.681376444,75.3089438147
1962680,F ,F ,241.1934743,62.9991907605
2161099,C ,F ,207.4104754,60.8987508977
1703825,D ,G ,252.259794441,66.6795029316
1770285,E ,F ,172.983039608,55.8747341507
1797138,D ,F ,193.219630132,73.5966435064
1878561,D ,F ,164.451600772,65.4088038348
1853018,B ,E ,266.985820155,68.8933346719
2016894,C ,F ,217.348016771,68.5479184867
2107356,E ,E ,209.14517028,63.6207580814
1996838,D ,C ,204.360372838,63.9147934529
2129600,G ,H ,113.190896719,66.2316732232
1981049,C ,C ,194.424606186,63.9225001192
1974133,D ,E ,198.61313874,64.0717935662
1662184,B ,E ,242.162888473,58.1590984088
2129501,A ,E ,218.174493202,61.2419578827
1983937,B ,F ,221.396274209,66.0203668362
1123777,G ,F ,226.891111567,69.9921623318
81269,E ,E ,242.066857109,67.4460437697
952798,D ,E ,226.977260733,70.8482911341
930178,C ,E ,182.215490229,65.1620718196
1534023,D ,F ,167.539348812,62.3653511569
904292,D ,E ,170.483594581,58.6950515186
1662122,D ,F ,219.31306255,59.7013259761
1403589,E ,E ,226.862611078,66.100168965
794350,D ,E ,176.540842071,76.6628167606
1142044,C ,E ,168.896847227,64.7074384976
1297232,E ,F ,214.403975011,65.4704447915
170376,G ,E ,207.0349897,63.1903425377
1127881,E ,H ,214.147789297,64.1936163612
930307,F ,E ,176.987387821,74.1948608403
1284614,H ,E ,206.756443623,59.0331360577
71178,D ,E ,187.280132778,59.1171559126
954594,D ,C ,166.369237642,65.5435637685
898713,D ,E ,198.065378691,71.1149958537
659772,B ,E ,213.65168681,75.1912743204
1327205,E ,F ,198.038526562,73.6930628139
76180,C ,E ,184.134413251,73.7864497457
548960,B ,E ,197.307699862,72.2645676021
532631,C ,E ,169.493732048,62.1855893262
1846225,K ,H ,247.929258504,66.0765311036
1930542,F ,C ,241.023460071,70.2357931593
103619,J ,E ,183.185591557,58.7101182944
1462203,G ,E ,226.660311643,64.2783780639
869287,G ,E ,137.080580642,67.6397012382
1325683,B ,E ,232.490786605,74.3377927004
1681536,B ,B ,211.549743459,58.3848813602
1531084,B ,E ,232.369763449,64.6365414699
1576078,F ,E ,231.965257998,63.9473101528
1894745,F ,C ,180.293072303,67.9233259381
1754292,D ,E ,186.234618661,61.3264113263
1669671,D ,F ,233.403229587,75.8832328902
1584189,C ,H ,205.859398505,65.7346106354
2075310,G ,C ,173.945229478,61.8279156621
1671636,J ,D ,230.509124384,63.506913613
1847147,K ,H ,192.250668105,63.7192275266
1753394,E ,E ,164.021890166,70.3215549827
2155135,B ,E ,197.054341913,61.0919373641
2152530,D ,G ,177.636989704,77.3624981225
2108599,K ,H ,185.567736713,72.3342766904
1810837,G ,F ,156.981651063,69.0638087192
1846416,K ,H ,200.412474972,64.5954224092
2155500,A ,F ,218.291689246,56.4488772409
1845754,K ,H ,289.500640457,72.0131037536
1951912,C ,C ,142.316642004,69.9536071455
2146553,B ,D ,200.162526702,64.5996447121
2084077,A ,F ,242.490508791,64.4437948945
1692396,E ,E ,203.867679023,70.4208598087
2134222,I ,F ,177.645043172,62.0075119058
1837148,C ,E ,140.877423951,74.0594019397
1754582,B ,C ,226.329490407,66.6432650828
2102276,E ,G ,226.219809074,66.5017248306
1845976,K ,H ,226.067614768,74.1132486539
2116532,F ,E ,192.397590732,67.317973554
2151489,D ,F ,214.116955431,57.5979208454
2121895,E ,F ,205.940377799,69.1798739888
1752199,E ,F ,184.370388096,68.2147033983
2154404,D ,E ,194.370928362,60.0181193821
1229455,J ,F ,189.086984621,71.1531269048
842525,G ,E ,178.297411616,66.0197573226
1574852,C ,F ,192.396664032,61.8875038689
1023268,E ,F ,166.399368237,70.363209767
845298,I ,E ,188.920176733,74.4186915627
415484,I ,E ,201.649507914,70.0778026856
1330182,C ,F ,151.243464393,60.3316102184
753562,D ,C ,178.740822592,64.3745541552
902229,D ,F ,190.191204754,59.6766302074
1408331,C ,F ,177.321886214,70.9053267226
321839,D ,F ,184.844805205,61.8156757441
196673,D ,E ,129.65301991,69.1597589456
531467,E ,F ,195.06825037,59.3527268729
926379,D ,E ,169.834571191,63.8180677364
869058,E ,F ,262.48822444,63.8481933968
1847994,D ,F ,205.79157329,63.3360092607
2034911,E ,E ,219.766054541,69.565583015
2073224,D ,C ,166.829879478,61.2048327401
592673,D ,E ,163.518560762,64.6957996389
1876321,J ,E ,152.615573306,69.6576724529
2171852,C ,E ,228.051381874,73.8642564524
2106090,K ,H ,227.523454581,63.892270233
90629,F ,F ,180.761893065,70.7046221244
1037104,D ,E ,185.926039277,68.983923464
1405842,I ,D ,222.370838856,66.4023406711
1987843,E ,E ,197.401909667,60.6742383658
1741438,D ,C ,196.74018301,67.090522156
2014975,C ,G ,220.078468513,63.4592887274
1716849,F ,G ,214.251149193,67.0914936988
1581966,F ,C ,228.150444767,75.0852382698
1648850,D ,F ,239.998369986,68.2371946756
1994698,D ,G ,228.86409428,59.9465521812
1690989,D ,F ,222.984483683,64.1633576498
1760231,C ,B ,155.096092053,64.2507937939
1830521,G ,F ,164.205008252,62.3586816778
2091334,E ,F ,192.224078399,56.5096319074
1835663,C ,F ,164.03251671,64.921099504
1846829,K ,H ,160.589487963,57.0605538299
1935370,I ,E ,232.131050508,62.8937599132
2048710,E ,G ,231.088261191,71.4175801407
1817348,B ,F ,218.835997991,68.592535649
2165349,C ,D ,168.365182717,67.1828334438
1761580,C ,E ,143.130051749,58.245267501
1982886,J ,E ,209.880231158,69.8259533458
2101361,D ,F ,242.01868216,77.3716648624
1136548,H ,E ,218.107382067,76.6924533541
190695,G ,E ,219.388935728,60.301652142
1243598,F ,E ,190.243936891,67.6349843654
655934,C ,F ,196.526130065,70.2806642203
776783,G ,F ,229.525084905,71.8958203298
904445,C ,F ,216.570947842,65.7469881291
1053203,F ,F ,242.410461133,61.2104810872
1431179,F ,E ,226.845103865,67.5453306545
1161984,D ,E ,139.397969338,79.6701582145
254779,B ,E ,216.123313483,62.9319092844
982894,E ,F ,177.170614692,60.4996245647
915397,D ,E ,216.518263723,60.467972112
1349559,J ,G ,227.57234389,64.1408737951
715836,D ,E ,132.02570595,71.5528119568
1395563,E ,G ,161.435641107,73.6278075729
74445,E ,E ,182.477027134,65.4089947606
1261509,E ,F ,198.543520319,65.108309458
2127491,D ,F ,216.945503204,74.1823968778
2061276,C ,E ,283.851671841,62.6222361646
2096520,E ,E ,212.015511268,65.9958970091
2087184,A ,F ,186.454835222,63.4722992905
100021,C ,E ,232.389484001,67.2187507233
1380378,D ,E ,145.806135599,65.4753562969
1753110,C ,C ,225.878202012,60.3042499212
1549300,G ,E ,174.418569257,64.8942580446
538787,F ,E ,230.104317633,70.738936023
1904222,E ,E ,251.773846288,69.1504247895
1185416,F ,E ,211.470266613,69.6269732564
1982640,K ,H ,163.784416805,67.8359076177
1660289,D ,C ,157.766053953,65.8662717349
1589917,D ,G ,161.725448608,69.2914276221
2044996,B ,F ,240.882268644,63.3485329972
1880281,D ,F ,147.181744568,54.4587473792
1846492,K ,H ,219.412271791,62.3656356333
1945256,F ,E ,218.597328061,61.9486590456
1748758,G ,C ,197.029435413,67.5022506818
1941135,C ,C ,179.493242326,64.3860351107
2112756,A ,E ,233.146745892,58.075015159
1971880,F ,G ,134.932347079,63.8450720605
1919288,E ,E ,187.540849114,72.5082741961
2171760,C ,E ,201.838936133,55.0510669157
469616,K ,F ,192.076030662,70.9294274484
69946,E ,G ,180.898708322,62.604008377
1152623,B ,F ,182.690234801,70.8100870725
903516,J ,E ,199.062103429,62.2683688574
1427912,E ,E ,250.623889008,68.4552330931
1815276,B ,G ,175.612209981,61.7660156019
2089492,B ,F ,204.043872367,67.92630713
33862,F ,H ,196.278315294,63.4247567935
1091052,F ,G ,205.48715386,68.8936403122
1574791,C ,F ,227.78817271,58.2729895206
2010236,B ,E ,185.384362085,63.462739864
1728125,F ,E ,195.257121532,67.7558139329
2031408,C ,E ,245.754320492,67.2198969489
2117300,H ,F ,204.23382514,70.1580306279
322058,C ,E ,235.496555105,66.8856538671
1574203,G ,E ,218.621038712,66.0788775723
1498936,F ,C ,208.939075934,63.0915325292
1266351,D ,G ,216.663451757,61.5373259705
1313925,E ,F ,201.027870788,66.8376630552
1635225,F ,G ,225.381212594,66.1749485383
1541830,D ,F ,150.911660449,56.1995879919
1878349,F ,E ,152.065336777,62.5491833179
1637236,C ,E ,177.2954823,71.2256452372
1685060,C ,A ,185.043664451,73.1553501684
1846003,K ,H ,228.43989899,55.4312928848
2024783,C ,E ,204.742343998,71.7941536712
2091952,C ,G ,220.137474926,65.2086237041
1847260,H ,F ,184.113126247,71.0247054782
2076867,A ,E ,190.380609303,73.5779026369
2125596,D ,E ,254.995559078,74.8594941716
1643046,D ,F ,176.739884081,63.2773031631
1656022,E ,E ,162.605955556,62.7297189387
1900361,G ,E ,200.07375346,65.7040413028
1940503,B ,C ,197.015373574,61.9444948797
1848335,K ,H ,169.122398498,70.7584195636
424295,G ,E ,174.119592345,56.5682653689
480604,D ,F ,197.726502957,71.8197027559
1062311,E ,E ,148.896388019,65.2119926125
397124,D ,F ,110.945253848,53.8256199104
1435474,K ,D ,164.058049746,68.9037477575
1244397,J ,D ,201.834563397,71.2795552244
1552331,E ,F ,211.278286437,66.619923676
1764864,A ,E ,206.013919033,65.4190591515
1457353,F ,E ,207.174064885,65.6539016127
1848601,K ,H ,216.688430478,60.4755572549
1899955,B ,E ,202.699424166,68.087780298
1800500,A ,F ,238.117678088,65.9241576181
1757781,H ,E ,173.349653305,69.7014908904
1749618,B ,E ,193.62188708,64.5450871253
1846478,K ,H ,194.842940035,63.4964198418
1896817,C ,E ,170.526007814,65.9526206188
1659269,D ,F ,232.450133475,69.4505245584
2141565,K ,H ,173.872336686,70.3917182252
968775,F ,E ,212.210492219,60.9217091787
1437041,D ,F ,205.359803728,66.6733298044
1311297,G ,E ,213.934654588,67.5219122468
194921,D ,F ,222.690884007,62.365254039
915434,C ,F ,185.570509342,74.0116807142
1350920,E ,F ,144.39671442,59.7798878784
811644,G ,E ,193.260943159,66.5814156865
1362183,E ,F ,177.808198101,73.8575513726
1193787,C ,F ,180.485185312,62.3465974511
157742,E ,E ,186.53566441,64.238157928
1262643,B ,F ,178.838437922,72.5034194034
1583663,D ,F ,199.758519868,62.9199785688
1598155,C ,A ,163.406599867,76.9495767228
1303100,C ,F ,189.980524976,56.6587266039
1538649,E ,F ,215.483384479,68.1581549984
1575071,F ,F ,186.717546224,63.4397774338
1191349,C ,F ,156.523334426,72.831450831
1521580,D ,E ,205.794198357,67.9333060998
1689679,C ,D ,159.211705138,64.2082976338
924405,E ,E ,163.456199905,74.6810669509
1018806,J ,E ,157.362542456,81.5177644477
693004,E ,H ,207.424772376,59.685959195
1764567,D ,E ,258.004771895,70.7073109367
1467673,F ,E ,227.789839233,62.0313401099
1165579,G ,B ,151.923713841,64.1504906877
1275728,B ,F ,213.079446797,65.1421779671
1985078,C ,F ,198.624977787,65.260558401
2127231,B ,F ,236.102423563,70.4400092262
1827873,A ,E ,212.620691797,56.4845340838
2114552,D ,F ,179.519153546,59.7294813868
1893878,E ,E ,212.25912496,68.3338514535
1867268,D ,F ,188.692877696,65.3638095328
2142630,B ,E ,143.629074901,62.4448002402
267465,D ,E ,233.090314598,70.6611718191
698771,E ,E ,170.338748314,70.0110471843
1354737,H ,G ,210.263433739,53.3310204342
304474,F ,E ,182.086256765,67.9394323255
1186987,J ,E ,182.118456107,61.640605233
1157147,D ,E ,203.746101955,67.2181409194
1627510,C ,E ,199.750412444,61.0850099811
1413250,F ,F ,183.855693557,58.9967288835
1143331,G ,E ,225.123039487,74.1001969217
1715187,D ,E ,247.734761394,61.2571799548
1409734,C ,E ,204.346612247,59.2213035883
1442885,F ,E ,201.155861766,68.5116486044
1252224,C ,F ,176.206329186,71.3835264044
1394559,E ,F ,219.469547232,63.8912154951
1624175,C ,F ,162.089725074,62.3711698499
1383669,E ,C ,185.983840865,67.7100592042
529723,E ,E ,178.797282307,58.1967055536
1365207,E ,E ,193.654842592,71.4638368998
1949148,E ,F ,193.738984192,71.3682238148
1735406,B ,F ,222.304244646,60.5202838066
1680683,G ,E ,210.027106553,64.7307537799
2128924,I ,F ,192.730746185,67.6080362085
1903317,B ,E ,190.731817069,67.6744811595
1690545,B ,F ,158.178991943,68.6666194145
765374,D ,E ,239.744471391,63.5971345739
1304893,F ,F ,224.035364794,70.7527642669
1177145,G ,F ,182.111168431,57.5319223638
69953,F ,E ,177.767596398,68.3651530344
1191141,C ,E ,160.612376376,66.9479551772
912433,F ,F ,195.603370861,71.3811158756
1126860,D ,E ,238.924247992,61.5982832761
1565539,B ,E ,154.334319538,67.9170930386
100588,E ,H ,187.56535526,62.0613629849
1278750,F ,C ,133.49937296,58.5860872955
503518,E ,F ,195.224218081,57.7043867717
711388,J ,E ,197.938210853,78.1464118699
1485189,C ,E ,158.998519144,66.9552283205
431910,H ,E ,169.365303297,64.5281743634
956031,F ,E ,200.545308601,59.9659561791
1732344,D ,E ,214.493777839,68.9780430179
1845839,K ,H ,185.684813191,68.8187516263
1561784,C ,F ,214.274083886,74.900063621
1666403,D ,F ,251.187602753,64.5319282501
1592313,E ,A ,141.009419831,67.5267661434
1634587,E ,F ,254.523392899,55.7714932209
1677201,G ,F ,150.44583703,68.2369275781
1954302,B ,E ,177.751052167,65.0463412872
1666410,I ,E ,235.866797634,73.5189118286
1656114,D ,E ,176.780128635,65.2329745878
2083407,C ,E ,274.42185995,68.85787975
1871975,G ,F ,203.684744317,63.4529428888
1848434,K ,H ,239.516384861,65.1786767369
1993844,E ,E ,173.618472661,71.3957444088
1592658,F ,G ,158.645063527,75.8337419105
1737462,B ,A ,251.933904701,57.4774931247
1306255,F ,F ,240.484592856,57.8172078598
366540,E ,F ,221.772113659,68.4888406379
1560107,E ,G ,201.382306721,73.1789301185
106849,D ,H ,161.359826062,63.7432943171
170215,I ,F ,182.564257369,56.7341371318
699365,G ,F ,195.678161605,64.2336974159
450133,F ,E ,219.462441809,63.6766445341
692038,E ,F ,179.659280933,65.5347682254
2061160,A ,E ,191.137995722,60.7493067069
1587203,H ,E ,177.167354495,56.9828314552
2117294,D ,G ,216.257088373,71.8374034806
917582,F ,F ,161.737966122,64.1114684512
1797381,H ,D ,180.338869759,67.4733263702
1746235,C ,F ,179.952970611,67.9283688754
1687088,G ,E ,213.287901698,67.4019393415
1809817,G ,C ,198.219023799,68.3101853005
930949,K ,H ,213.134135995,60.1919189744
1951936,A ,F ,215.399108081,63.2228256118
1027518,G ,E ,197.258554099,68.8312620366
2015835,C ,F ,206.120100637,70.7430541917
1710472,C ,E ,211.062561133,67.0757607964
1770766,J ,E ,216.050243938,68.4656809704
2099194,E ,G ,184.521062601,66.6228400704
1981995,G ,E ,231.476414962,65.2987019139
529297,D ,D ,136.624437578,61.3127336741
1641288,H ,E ,200.272733136,68.6567383925
1548044,F ,F ,235.343575543,69.4309034681
1346909,G ,E ,214.115867035,59.788443233
1505955,B ,E ,223.568263695,77.2818911537
950749,D ,F ,158.993370647,67.8161689114
1540017,C ,F ,237.17441456,71.2244338711
1621372,D ,E ,194.549011389,62.628531045
1700381,C ,D ,201.290362997,68.7702844583
1892673,B ,E ,182.164939931,65.602921344
1638097,E ,F ,217.052602312,69.1164586117
1559750,F ,E ,235.556749643,63.9702331371
2011066,C ,F ,187.742847907,68.100691279
2118369,C ,F ,267.825755169,70.6710933972
1747799,F ,D ,113.203366557,68.0878917084
1640908,B ,E ,181.914849273,57.206562681
1580655,D ,F ,227.733125347,70.1377625964
1704853,I ,F ,288.300208948,69.7323587414
2099514,A ,F ,154.032071593,66.4309496126
1996487,A ,G ,215.055102618,67.6255239321
1853827,G ,E ,240.164060462,65.3028732235
1878387,F ,F ,217.345669393,59.6435735919
1271683,E ,F ,256.047688082,70.9144562287
1305586,E ,E ,218.324108883,66.028559273
155144,H ,E ,235.118294562,61.5491193874
1811650,B ,G ,183.016654255,71.1619371327
1989700,A ,G ,198.864148827,55.901732384
