product_id,product_class,weight_class,color_code,locally_sourced
4711437000346,130316,4,2,0
4714947000509,100515,8,2,1
4710583350701,130106,4,2,0
4710960748077,100431,3,2,0
4712430006205,570302,8,2,0
4711408001365,110816,4,4,0
4710311010211,110102,1,3,0
4710017098100,520473,3,5,0
4710265847666,110217,4,4,0
4710105045443,130201,1,0,0
4710054503216,560201,4,2,0
4710861700020,100323,8,4,0
4710088410795,110401,9,3,0
4710583510068,120103,5,2,0
80050278,100102,1,0,1
4711681000048,100203,0,0,0
4711629130257,730304,5,4,1
2240005001260,510527,2,2,0
729238112834,470106,1,5,0
4902430041270,530110,7,2,0
4710892632017,110217,3,2,0
4710160001033,100440,2,5,0
4714567001597,130306,1,2,0
20332433,130206,4,1,0
4711573333520,110313,5,2,0
4710530011129,530403,1,0,0
4710868501590,110115,1,0,0
4710088410368,110411,3,0,1
4716114044118,570415,2,5,1
4710735405006,590312,3,0,0
4901326040090,100103,5,1,0
4710032604652,530103,1,3,1
9310022530500,500804,6,5,0
4719869172044,110333,5,4,0
399011800212,100213,5,2,0
4710498128990,100407,4,2,0
93362979,500804,6,1,0
300410855406,530104,1,2,1
20498573,130206,1,0,0
4710154012144,100505,7,0,0
4711209070072,100323,1,2,0
4714381003128,120105,1,2,0
4710114362029,500202,4,2,1
4716447019401,760207,2,2,0
4711271000533,530116,5,4,0
4710644008725,320403,1,2,0
4710126001275,100202,9,2,0
4002403005947,500503,7,5,0
4710543111014,100312,1,3,0
4710018008634,100505,1,3,0
4710323168078,110504,5,2,0
4710022101208,100311,5,2,0
4715676074052,500540,4,5,0
8888296909083,100414,7,4,1
4714499795076,510524,2,4,0
4714058833218,530209,5,4,1
7622200002672,100102,2,4,0
8851991663185,510118,2,2,0
4710722001259,300418,1,2,0
4710036110074,560201,3,4,0
4711521640861,100307,2,3,1
4712425010255,500210,5,1,0
4710367843009,500303,5,0,0
4971706811817,100325,2,0,0
4710690042148,740802,4,0,1
4710094097768,100507,4,2,0
4710247006128,100205,0,0,1
4710046051107,110121,5,2,0
4714562810453,130111,5,1,0
89782012029,100205,5,2,1
4901080640116,530211,2,0,1
4710186065026,530301,8,2,1
9556015140114,100418,5,3,0
8801019931536,100205,1,4,1
4902704244567,712901,5,5,0
4710583350992,130106,0,4,0
4710603011018,100302,1,3,1
8888086010104,100418,2,2,0
4713045001067,760618,1,2,0
4710290001071,130308,6,2,0
4710189851282,130106,5,2,1
4716114006550,570306,3,2,0
4711553174723,590301,7,4,0
4710498124152,560403,2,4,0
20412074,130101,5,1,0
4711186320016,110407,1,1,1
4712575119815,100443,3,2,0
4710011412148,120105,1,1,0
4710530033039,530405,5,1,0
4719090900065,110217,5,3,0
4710105016368,130205,4,5,0
4710868501606,110115,5,1,0
4710094020827,530110,1,5,0
4964175106072,110507,4,2,1
4710720524033,500701,8,2,1
4710126031500,100209,7,1,0
4710114363156,500202,8,4,0
4710626420118,100513,4,5,1
4710015102571,100205,7,4,0
4710294110809,100511,5,2,1
4711985005114,100432,4,0,0
4714981010038,130315,2,2,0
4710233101028,100510,3,4,0
4711800501210,560334,1,1,0
4710585930642,130401,5,4,0
4710363588003,530501,1,2,0
4710167111025,110810,3,0,1
20564124,320501,1,0,0
4716829881992,500109,7,2,0
4710012242140,110120,4,4,0
4710057870018,130405,1,1,0
4714617943044,110102,1,4,0
723125488026,100102,4,3,0
7231254883818,100103,4,3,0
4710168152225,530105,4,2,0
4714232750607,520425,0,2,0
4713691173002,540605,5,4,0
4901550152484,100106,4,5,0
3215690347626,100111,1,1,0
4711713380322,520470,4,5,1
4710314413507,530205,5,5,1
4716859000677,730313,0,4,0
4710088410733,110401,4,3,0
4710892100028,110217,5,4,0
20570989,130317,1,3,1
19200020480,530212,7,5,0
4711985005503,100422,8,4,0
723125488033,100112,1,5,0
723125485032,100324,1,4,0
4710114128038,500201,1,1,0
4717362800648,760112,1,4,0
5010029010626,100205,3,4,0
4710011432603,120104,9,4,1
4716184123034,590519,5,2,0
4712076000650,500301,8,2,0
4712466002011,100217,1,2,1
4713691062603,540601,5,5,1
4716268100005,760519,5,5,0
4710114322115,500206,2,4,1
4710091110491,560335,4,2,0
4710323168016,110504,1,1,0
4711128778882,100301,1,4,0
8888021200256,712902,5,5,0
4710094014765,530110,3,2,0
4711128033066,100301,5,5,0
4710466101130,500307,2,5,0
4710323168092,110504,5,4,0
4710498600632,500804,2,4,0
4710154015206,100505,8,5,0
4711885140038,110128,4,5,0
4710174041698,100322,5,4,1
4710543215040,100312,4,2,1
87108019,100108,1,0,0
4710084115526,530301,8,2,0
20561345,751202,1,1,1
4710174053691,100322,0,1,0
4710762101025,110305,9,5,0
4711053999253,100401,5,2,0
20513405,760586,4,2,1
20571320,140803,3,5,1
4711885070014,110122,8,1,0
4710030346103,120103,7,1,0
4710084225676,530302,7,1,1
4710057870322,130403,5,5,1
4710105015125,130204,2,2,0
4714499011220,510116,1,2,0
4710088443328,120108,4,2,0
7610700602393,100108,4,0,0
4710552064158,100202,3,2,0
4712500125010,110201,1,0,0
4710011402019,120106,2,2,1
4903065010563,110323,5,2,0
648636100161,110401,2,2,0
2250078000657,500501,3,4,0
4712603661644,110333,1,0,1
4710105045740,130205,7,2,0
4710088410139,110401,6,4,0
8801037001396,100402,3,2,0
4711713390031,520473,8,2,0
4711300982052,100307,1,4,0
20570958,130317,2,4,0
300410824006,530107,5,2,0
4713691066045,540601,4,2,0
4716114005157,570303,5,2,0
4710110221511,110411,1,2,0
4710862806295,100322,3,0,1
4902430493451,560201,3,2,0
20561376,751203,1,0,0
4711601980078,100443,5,3,0
20569105,712201,5,1,0
2100228000047,760518,4,4,1
4710012331554,130314,8,0,0
4714354226943,500806,4,0,0
4710126152014,100510,7,1,0
4712031000374,110815,5,2,0
20529000,760221,5,5,0
4710857000172,120107,7,1,0
4718433613228,500102,4,2,0
4901601790894,300608,7,2,0
4902757160906,100102,5,2,0
4712326778360,110333,2,4,0
4711269680099,100319,5,4,0
4901201101014,100403,4,4,0
4710091550211,590104,7,2,0
4711785322022,570401,1,4,0
4710085171583,110411,1,1,0
20515287,520314,7,5,0
5503020949007,760640,7,2,0
4711663700010,110406,1,2,1
723125481409,100312,1,1,0
7610053910787,560201,6,2,1
4710088412973,110411,1,5,0
84501561321,100201,1,4,1
4710017081447,520508,7,0,0
4956043788688,100205,7,1,0
4710047504381,100106,4,3,0
4710046053217,110122,5,4,0
4710093080075,120101,5,1,0
4714354226905,500806,3,0,0
28400017305,100217,2,1,0
20076887,300101,4,0,0
4710104104066,500208,1,0,0
4716426880619,100508,9,4,0
4716999010116,130109,4,2,0
52742679105,500803,1,2,0
9310042238981,530105,4,4,1
4713813010123,530106,5,3,0
4710054380619,560204,5,5,1
4965736044550,730708,5,3,0
9310155100434,110409,5,2,0
4710685440362,110117,2,1,0
4710008251125,110136,7,2,0
4710043100013,100443,2,2,0
4711258001256,110119,5,5,0
4710347383228,320310,8,5,0
20570156,530404,5,4,0
4710094004711,530408,5,4,0
4901126102127,520101,5,5,0
4710126001091,100202,1,2,1
4710333157840,470103,7,2,0
37000445111,100312,5,2,1
4719771000251,510539,1,2,0
4710063131813,110506,4,2,0
4710049000386,300301,1,2,0
47100312,130304,8,0,1
4710047512355,100204,4,2,1
4973167470985,470207,7,0,0
4710094020193,530406,1,2,0
4710594912028,100511,5,2,0
4710030135608,120107,9,4,1
4710120001530,530108,4,5,0
4711022100017,130106,4,2,0
4714276130021,520457,1,2,1
4710192229931,110507,5,0,0
4711587808953,130401,1,1,0
4710883000146,110117,5,1,1
4710105010144,130201,1,2,0
4719090900072,110217,5,2,0
4715875000029,120203,3,4,0
4711553171531,560201,5,2,0
4710010010048,110507,4,2,0
4710063011030,110107,8,5,0
4710644876898,320205,4,0,0
4712031000145,110201,5,2,0
4710467221615,100323,5,5,0
4710762502129,110604,5,5,0
20203689,110407,1,5,0
4710943100267,110207,2,4,0
4710311012413,110103,5,5,0
20468040,540217,2,5,0
9556121000319,100215,5,5,0
4710094014789,530111,5,2,0
4710088432353,130204,1,2,0
4711703121416,760656,5,1,0
4713045015910,760516,8,5,1
4713985863121,130315,2,0,0
4902430041287,560201,7,4,0
4712720468379,530104,1,2,0
8712045013038,560402,5,1,0
4901301048257,530101,5,2,0
4710120001219,530301,5,2,0
2270098000666,540218,5,4,0
4710333198089,470101,7,2,0
4902430493505,560201,5,5,0
4710008490111,110502,8,1,0
6291003003233,100201,5,4,0
4710036011029,500201,9,4,0
4714995003583,300409,5,1,0
4714276250354,520457,2,0,0
4711587808946,130401,8,4,1
4711271000014,110106,4,1,0
4710823997215,100505,1,4,0
4715496000057,120101,2,4,0
20517922,540207,5,2,1
4710085176113,100504,5,2,0
20519612,320704,5,0,0
4719111248237,760598,6,5,0
4716114897004,570402,1,5,0
4710254041020,110136,1,5,0
4710626564966,100507,5,4,0
4711863180032,740105,1,0,0
4710151200155,120107,4,1,0
729238112841,470106,4,2,0
4714995000100,300109,5,1,0
4712048021010,110113,1,2,0
4714020101468,500319,7,2,0
4719090702027,120104,9,5,0
4710249000858,110411,9,5,0
4710008290025,110401,1,2,1
4710960911075,100413,5,2,0
8801019421013,100217,1,4,0
2250078000398,500503,9,4,0
4714020101161,500319,4,5,0
4710498213283,100401,5,2,0
4715747102219,500705,1,4,0
4710104112924,500201,5,2,0
4713089006103,530407,4,4,0
4710030456604,120105,7,3,1
4710172030069,110507,4,4,0
2210001001236,570206,4,1,0
20514839,510101,2,1,0
4710467221226,100205,4,0,0
22000147165,100101,2,1,0
37000442127,100312,1,2,1
8712045011317,560402,4,5,0
4710030111206,100310,7,4,0
4716114005553,570308,3,5,0
4711142915546,714102,8,2,1
4710221168156,300704,5,1,0
4713045604671,760208,5,5,0
20570484,510104,5,2,0
4711258007371,110119,4,2,1
4710719000500,130305,9,0,0
4710724010082,500604,8,5,0
40000015321,100102,1,0,0
4710943100113,110102,9,1,0
4710839000039,100104,5,2,0
4710908114117,500212,5,2,0
4710189600101,100303,1,0,0
4710036009804,560204,1,3,0
4710626110613,110504,1,1,0
4714981010014,130315,0,0,0
4714255441117,780404,5,1,0
20526740,321303,4,0,1
20457877,321101,2,1,0
4710475004224,110604,5,0,0
8853061007073,110716,5,4,0
4710661202137,530501,1,2,0
4711001300032,110118,1,2,0
4710473010012,100443,2,3,0
4711300986739,100307,5,5,0
4711271000472,110106,7,2,1
4710094021404,300703,1,5,0
4710176011040,100205,7,2,0
4712431014063,520208,8,5,0
4710095987426,100514,5,2,0
4710011405133,120103,4,5,0
4710012131130,110118,3,2,0
20571016,130317,1,2,0
4710043553024,110112,8,0,0
723125481942,100323,9,2,0
4710254016011,110409,7,5,0
4710126001114,100202,8,2,0
4719593555762,130317,7,5,0
4711437000162,130316,1,5,1
4717265888286,500705,1,2,1
4903111466054,560104,8,2,0
4718079962636,751004,1,4,0
4713645056214,501101,9,4,0
4711371850038,110507,5,4,0
4710367814337,500302,7,3,0
4710626622857,110507,5,0,0
4710583110015,130106,8,4,0
4903065141700,110604,1,4,1
4710294110212,100511,7,2,1
4710011401135,120103,1,1,0
4713045006734,760230,5,1,0
4710527119067,100311,5,5,0
4711119236025,100105,6,2,0
4719854271752,500305,5,3,0
4710063121104,110515,5,1,0
4711461660097,110815,5,2,0
4710095987402,100513,2,1,0
4710063312229,130204,1,0,1
4711461660073,110815,7,1,0
723125485025,100324,5,5,0
4710363283007,300423,9,1,0
4717568372789,500305,1,2,0
4712763100151,100305,5,1,0
4710036009071,500202,2,2,0
4710084225829,530302,4,1,0
4710626111450,110810,1,2,0
2250271000058,500112,5,2,0
4711629910477,730204,1,1,0
4710167221014,110502,1,2,1
4710722001341,300107,2,1,1
4710363384001,530403,8,5,0
4901422038939,500307,1,3,0
4710740600151,100309,5,3,1
20564322,730705,1,0,0
4710030213207,100310,5,2,0
20506476,320401,5,5,0
2230124000862,520509,8,2,0
4710308000188,530104,2,4,0
4710271000666,100443,1,1,0
4710054132201,530101,2,2,0
4714499311184,510428,8,3,0
4710254049422,110136,7,4,0
4710177011223,760142,1,3,0
4710175567166,110403,4,5,1
4710339012020,130206,5,4,0
4714706219746,530104,9,5,0
4714058833133,530209,4,4,0
4711335955045,530212,4,2,1
41736007284,110114,4,2,0
4711926725200,120101,7,4,0
4719857520338,750101,0,5,0
4716007111118,120101,2,4,0
4710988000553,100325,4,5,0
4710498123339,560402,4,0,1
4710583510051,120103,2,5,0
37000329206,100205,4,2,0
4712959001460,100432,9,3,0
4901301046710,560201,1,4,0
4710126030138,100102,3,2,1
4713888602933,760118,1,1,0
20529529,520133,1,5,0
50000108169,100402,1,2,1
20521578,320501,5,4,0
4710017015824,520234,7,2,0
4710167116020,110506,7,4,0
93432634,500804,5,0,0
4713754987614,100324,7,2,1
4710175567173,110403,0,3,1
20072414,300112,2,5,0
4710931500062,130403,1,4,0
4710088433305,130205,4,5,0
4710777358100,100601,5,2,1
4710043001211,100401,2,4,1
4710011409056,120103,2,5,0
4710362010093,100304,1,1,0
4711326180036,100303,7,4,0
4903065060278,110107,1,0,0
4714499460127,510415,5,1,0
4710363385008,530408,7,4,0
4712425010712,500201,7,2,0
4710105080123,100503,5,5,0
4710030110308,100310,4,1,1
4711800130663,560307,3,2,0
7231254880206,100324,5,2,0
4710054150168,530101,5,4,0
4712031000350,110815,1,5,0
4710088414120,110411,8,4,0
4710644006226,320104,1,2,1
37000440147,100312,7,0,0
4711160000989,100509,9,1,0
4710011402026,120106,7,3,0
4713720001016,130315,5,1,0
4710168701720,530104,7,3,0
4715062210187,520443,5,2,0
4710739028706,100323,1,2,0
4710046021544,110814,5,2,0
4710047502547,100206,7,2,0
4711437000056,130105,4,2,0
4712147200217,130316,5,4,0
4710210700152,530301,4,4,0
4710047502677,100206,8,2,0
4710321871260,120106,1,4,1
4710677000864,760210,1,1,0
4710205005927,530505,3,4,0
4719864060063,715609,1,2,0
2250078000022,500534,5,5,0
4710126012066,100213,1,2,0
4973167442876,470203,5,1,1
4710094022074,100418,9,0,0
4713645710512,500310,1,2,1
4973167117972,300605,6,0,1
4714562841020,110509,5,2,0
4710126090613,130317,5,4,0
4710126194311,130202,4,1,1
9556465300021,100414,4,0,0
4710367813026,500559,1,2,0
4710424703826,500303,5,0,0
4714800272258,760512,3,5,0
4710177041152,760140,5,2,0
9300644131728,110508,4,2,0
4714814027516,560109,5,2,0
4716701000060,110501,2,0,0
4713915584317,731302,9,0,0
4710175567111,110404,9,2,1
4719778000070,100431,1,4,0
4714499749017,510315,8,2,0
4710032601606,560106,5,4,0
4710054144167,530101,2,2,1
4710189821117,100322,4,2,0
4711408000207,110208,7,1,0
8801037013832,100403,4,5,0
4713519391144,300423,4,5,0
4710008241140,110136,1,5,1
4719474000237,110508,5,5,0
4710320228713,110807,5,0,0
4710908131589,500210,3,5,0
4710198121017,110105,2,5,0
4710088410207,110136,7,1,0
20555245,320501,8,1,0
4710047500642,100205,1,2,0
4710498123964,560403,2,0,0
8710283632165,100608,5,5,1
3960097006002,520425,5,2,0
47106123,100108,1,4,0
8888021200720,712902,4,5,0
4710088434517,130113,1,5,0
4710046014508,110105,2,2,0
4710043105124,100443,2,3,0
4710088410436,110411,7,1,0
4711300983301,100310,1,0,0
4710868503105,110116,4,4,1
4710719001354,130305,2,0,0
4710047500758,100215,5,0,0
2270022002940,540104,4,0,1
4710148660047,100414,4,4,0
4716114044125,570415,2,4,0
4710088414243,110411,5,4,0
4712603000061,110336,1,2,0
4715246770827,470102,8,1,1
4712789000077,110405,5,5,0
733879211313,760656,5,4,0
4711001500036,110105,5,3,0
4710380010419,530110,1,1,0
4902430492614,530110,2,4,0
8888215880462,100414,8,4,0
4711963803329,750106,1,2,1
20565015,710501,5,4,0
4710693116815,560339,1,4,0
2100248000089,760183,1,0,0
4713593000321,110217,4,2,0
4713572100226,100304,4,1,0
4710734001469,110806,8,2,1
4710012722512,110502,3,4,0
4714043010044,520325,5,5,0
20563776,320501,3,4,0
4714981011011,130315,7,0,0
4710088436368,130102,4,2,1
4710254011627,110603,2,2,1
4711985100017,110103,4,2,0
4710057500120,110517,2,0,0
4710047504657,100106,5,3,0
4713754987621,100324,3,0,0
4710689220175,500303,5,5,0
4710960918029,100431,7,0,0
4710017051075,520508,1,0,1
4710126012158,100215,5,2,0
4710628031015,560402,5,2,0
4710043981513,100405,8,2,0
4711269679024,100210,1,5,1
4719111012005,760554,7,2,0
4710126040076,100110,2,2,1
4716545000707,520437,5,0,0
4901872523252,470207,4,2,0
4711128553229,100301,5,1,1
4710176016045,100205,5,2,0
4710740600304,100310,7,0,0
4711001104104,110117,5,5,0
4711703210073,760103,1,2,0
4710498601578,100430,2,0,1
4710030641000,120103,4,3,1
20570873,130317,2,4,0
2250028000041,500318,5,1,1
4901616006980,530105,2,1,0
4710291101039,500210,1,2,0
733879211733,760637,8,4,0
2160012009793,320501,1,4,0
4710333157833,470103,5,4,0
4716542100134,120106,8,4,0
4714910160063,760107,0,2,0
8801687000206,100311,7,4,1
4710088433343,130207,1,4,0
4710057870148,130401,3,5,0
4716349008022,520420,5,2,0
4710603999507,100401,2,2,0
4710017002084,520433,5,2,0
4710105011042,130203,1,5,1
50000108213,100402,9,0,0
4710011432825,120103,3,0,0
93432641,500804,5,5,0
4710012143157,110117,5,2,0
719859796117,100512,0,0,0
4710265796216,110217,1,5,0
4711701660702,110136,7,4,0
4901301036063,500207,3,5,0
9556085549725,100217,7,0,0
4710186184055,530404,5,2,0
4710085104178,100504,1,4,0
4710032602917,530107,8,4,0
4710046011309,110105,9,2,0
4710110910149,110805,7,2,0
4710247006562,100201,9,0,0
20513184,760654,8,4,0
4710032601347,560103,4,4,0
4711447000213,100431,7,5,0
4710098120165,100109,7,5,0
4710114128618,500201,7,2,1
4716349008039,520472,3,3,1
4710386123229,110122,3,0,1
4710740600090,100309,2,4,0
4710215700010,110122,7,0,0
4715747102110,500705,1,1,0
4710105024110,130204,5,1,1
4719856840024,731302,5,5,0
4711202220016,100315,7,4,1
4718538168012,712102,8,2,0
4711518006205,110807,9,1,0
4712425010569,500208,5,5,0
4719859182053,300712,4,0,0
4710424708241,500709,5,2,1
4711123955936,110407,1,0,0
4710705400123,100603,8,4,0
4719869173010,110333,1,5,0
4711770060168,740305,5,5,0
4719581980248,130305,5,5,0
4710583510037,120103,7,2,1
4710244142065,300705,2,5,0
4713080626225,530119,2,2,0
4711553176918,560201,7,2,0
4710162000010,100202,8,2,0
4710036009354,530114,6,2,0
8801506591014,760620,5,4,0
4716128002685,100507,8,2,0
4710585930666,130401,1,2,1
4713774409028,760603,2,2,0
4715398106864,320203,5,5,1
4711520201124,100304,5,4,0
4717265990965,500709,4,4,0
4710076432020,300424,4,3,0
4902430492416,530101,8,4,0
4710114168010,500201,7,2,0
4715368895088,500211,5,3,0
4710626521723,100514,5,0,0
4713888603466,760230,1,4,0
4712456117091,300115,5,4,1
4531907002003,130303,7,4,0
4710175566114,110404,5,3,0
8993189210228,530101,9,1,0
4710883000023,110117,3,4,0
4710431100533,320104,1,2,1
4713888603015,760637,9,2,0
4901301038708,530103,2,5,0
4710094004087,530406,2,2,0
20392659,530205,5,2,0
4710012312010,110105,5,5,0
20008932,501102,8,5,1
4710332050104,530106,2,2,0
723125488019,100106,4,4,0
4714957235557,760201,9,2,0
4901301729286,300307,1,4,0
29000070295,100210,2,4,0
4710218400092,100323,7,2,0
4711703360181,760503,7,1,0
20470340,320402,4,0,0
4714800502249,760549,7,5,0
4710739028898,100323,2,4,0
4710120002124,530205,1,4,1
4710221673469,300712,5,0,0
4719090106009,120105,1,2,1
4713045102412,760916,8,4,0
4711713491806,520501,5,2,0
4712936888817,520503,1,2,0
4710105010137,130201,1,2,0
9789575838997,760155,2,0,0
4715367000780,740807,4,4,0
4711186320047,110115,1,2,0
4710036003598,500206,8,2,0
4710036003437,500208,1,2,0
4710943100984,110211,1,4,0
4710085171491,110410,1,2,0
4710088411426,110410,9,1,0
4710134023214,110121,2,2,0
4710498214440,100402,2,2,0
20571276,140803,2,4,1
4715833517507,570401,2,4,0
4711524001041,120103,4,2,0
4710154059804,100515,1,5,0
4710114606048,500203,2,3,0
4934567911768,100217,1,2,0
20553722,760625,1,4,1
9300644131773,110508,5,5,0
4714232750300,520425,8,0,0
4711686006106,130107,5,5,0
4903111121960,530101,7,2,0
20529246,760541,7,5,0
4715872000589,300604,7,2,0
4711840604414,100418,5,2,0
20525187,130201,4,4,1
4903111146055,530101,5,4,1
9556121000210,100215,4,1,0
4714499311214,510428,8,2,0
4710094072208,300704,7,5,0
4716114004556,570206,7,5,0
4710321861209,120106,2,5,0
9310022862700,500804,1,2,0
4710012246148,110125,7,3,0
4710151200797,130401,7,2,0
4715332030316,780102,4,5,1
4903050210206,100440,1,4,0
4710823999707,100507,4,5,0
4710172030083,110507,5,2,1
4710363032100,530112,1,2,0
4710311972021,120204,5,4,0
8804108010105,100311,2,1,0
4710943100977,110406,1,4,0
20246068,130206,6,3,0
20435899,760183,1,2,0
4710043004601,100401,2,2,0
4711701250606,110136,5,2,1
4713205070919,100210,5,2,0
4710363335003,530404,2,5,0
4710030346059,120103,2,0,0
4710101203410,130206,9,5,0
4714390001030,500301,9,1,0
4710303410128,530405,7,0,0
4901872529261,470206,2,4,1
4710022237501,100312,5,2,0
4712172150020,100322,8,3,0
4715006140051,761101,8,5,0
4717378020078,760602,1,1,0
20510169,760402,8,4,0
4710105051109,130201,5,4,0
4715747112300,500705,5,3,0
4710210200546,530114,5,4,0
4712067899270,100408,0,2,0
8851111202652,530103,1,1,0
4710043101010,100443,2,1,0
9555008600017,530406,2,5,0
4710046055181,110814,2,3,0
4713247002060,520440,0,2,0
4715140009351,760702,7,0,0
7310181509203,530105,5,4,0
4710311811511,110207,4,0,1
4710154059811,100515,7,2,1
4719581980309,130305,7,4,0
4713045035284,760642,7,5,1
4710140300453,110503,2,4,0
4710861100028,100202,1,5,0
4713003215154,520222,7,2,0
4710221666614,530123,1,2,0
4710467112418,100314,7,4,0
4710363032001,530123,7,4,0
4719433000483,100516,5,2,0
4718079983662,751004,1,5,0
4711486008256,500305,5,3,0
4710105031811,130112,5,4,1
37000304593,100205,1,4,0
4714541090173,760634,7,1,0
4712603666533,100322,1,4,1
8712045004784,560402,5,4,0
4710982091236,590531,1,4,0
4711258002505,110119,2,3,0
37000440635,100109,1,5,1
4711815510818,730102,6,2,0
4712162000038,110217,1,0,0
4711770030314,740105,5,1,0
4710644480118,320407,5,2,0
4710177011230,760142,5,2,0
4718538999005,712102,0,0,0
4712054701371,500102,2,3,0
4711123957794,110406,4,5,0
4715140015086,760203,2,4,0
4710110235068,110805,7,2,0
4712482040257,100323,1,2,0
20537715,720136,1,5,0
4710498054121,110136,2,4,1
4710060000051,530403,5,1,1
4710088415363,110411,3,5,0
4710515535084,110405,1,4,0
4719860710238,300602,5,5,1
4712494220784,100201,8,5,0
4710706111752,100310,5,4,0
8999118221105,520208,1,0,0
4710114105046,500210,1,3,0
76150430530,110218,1,2,0
2250078000640,500535,8,4,0
4710857000059,120103,7,2,0
4719581980262,130305,2,2,0
4710254015021,110605,4,3,0
4714765240408,760218,5,2,0
4710498215119,100440,5,4,0
4710579101003,110401,3,4,0
4710030713202,100311,8,0,1
4710320224340,110506,5,2,0
4934567212117,100217,4,4,0
4710126010123,100205,5,2,1
4710035310055,100110,2,0,0
4710076615188,300422,1,4,0
4710774010032,100205,4,3,0
4710105010182,130204,7,2,0
